title,mp4_download_url,post_url,page,category,board
SIRO-5736,https://data.cdn.avsee.is/bcdn_token=zXkHWfNmNwYDjxFW2sXIexIJeLvy3gp36tQFhIdOODY&expires=1789815056&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2FSIRO-5736.mp4/a/h/2026/09/18/SIRO-5736.mp4,https://02.avsee.is/bbs/board.php?bo_table=javmgs&wr_id=93276,1,javmgs,javmgs
MAAN-1196,https://data.cdn.avsee.is/bcdn_token=56qSEKpMrJnR1IdIckExrxWvMti19_kflO4ivP7F_bI&expires=1789815059&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2FMAAN-1196.mp4/a/h/2026/09/18/MAAN-1196.mp4,https://02.avsee.is/bbs/board.php?bo_table=javmgs&wr_id=93275,1,javmgs,javmgs
DDH-450,https://data.cdn.avsee.is/bcdn_token=9vbR99CEGFVvZFImj2j50LEjb_IwtkudWk_mjeuhmjw&expires=1789815062&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2FDDH-450.mp4/a/h/2026/09/18/DDH-450.mp4,https://02.avsee.is/bbs/board.php?bo_table=javmgs&wr_id=93274,1,javmgs,javmgs
801SKEJ-091,https://data.cdn.avsee.is/bcdn_token=KLa8GFglykGxgO3iPIoCeWSYFogW4NxEc92Obwrxplg&expires=1789815066&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2F801SKEJ-091.mp4/a/h/2026/09/18/801SKEJ-091.mp4,https://02.avsee.is/bbs/board.php?bo_table=javmgs&wr_id=93273,1,javmgs,javmgs
801SKEJ-090,https://data.cdn.avsee.is/bcdn_token=dDoCaG17FyTPjlCFPIcF6GwpNRxl6F2Dni7AQIlaXlM&expires=1789815069&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2F801SKEJ-090.mp4/a/h/2026/09/18/801SKEJ-090.mp4,https://02.avsee.is/bbs/board.php?bo_table=javmgs&wr_id=93272,1,javmgs,javmgs
420HOI-409,https://data.cdn.avsee.is/bcdn_token=r4n0Sb7bq0u0TI9ZsLE_FpNfQtqguKlr4Td8YDbiCws&expires=1789815073&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2F420HOI-409.mp4/a/h/2026/09/18/420HOI-409.mp4,https://02.avsee.is/bbs/board.php?bo_table=javmgs&wr_id=93271,1,javmgs,javmgs
300MIUM-1393,https://data.cdn.avsee.is/bcdn_token=7zL-7zoga6h0sNIipyvbTt_I6TlL5d6KFm2bV9w41QQ&expires=1789815076&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2F300MIUM-1393.mp4/a/h/2026/09/18/300MIUM-1393.mp4,https://02.avsee.is/bbs/board.php?bo_table=javmgs&wr_id=93270,1,javmgs,javmgs
200GANA-3449,https://data.cdn.avsee.is/bcdn_token=tG_GP1tns8orzJTNrc49MuVW_V1UD5lmGfaTZ88d10U&expires=1789815080&token_path=%2Fa%2Fh%2F2026%2F09%2F18%2F200GANA-3449.mp4/a/h/2026/09/18/200GANA-3449.mp4,https://02.avsee.is/bbs/board.php?bo_table=javmgs&wr_id=93269,1,javmgs,javmgs
858DOJN-026,https://data.cdn.avsee.is/bcdn_token=Ft6DTylkVrbv5B29wssZNQJxLkNts00hbleFFhlivX0&expires=1789815083&token_path=%2Fa%2Fh%2F2026%2F09%2F17%2F858DOJN-026.mp4/a/h/2026/09/17/858DOJN-026.mp4,https://02.avsee.is/bbs/board.php?bo_table=javmgs&wr_id=93233,1,javmgs,javmgs
300MIUM-1415,https://data.cdn.avsee.is/bcdn_token=4B60NjQMUowPHcfnVIgDE3Dwe82ovTwgvIK-o0G_QF0&expires=1789815087&token_path=%2Fa%2Fh%2F2026%2F09%2F12%2F300MIUM-1415.mp4/a/h/2026/09/12/300MIUM-1415.mp4,https://02.avsee.is/bbs/board.php?bo_table=javmgs&wr_id=92837,1,javmgs,javmgs
